9/9/2013,10:50:45 AM,MSSQL$SQLEXPRESS,Information,Server ,958,N/A,DANIEL-3332D452,The resource database build version is 10.00.2531. This is an informational message only. No user action is required.
9/9/2013,10:50:45 AM,MSSQL$SQLEXPRESS,Information,Server ,17137,N/A,DANIEL-3332D452,Starting up database 'mssqlsystemresource'.
9/9/2013,10:50:45 AM,MSSQL$SQLEXPRESS,Information,Server ,19030,N/A,DANIEL-3332D452,"SQL Trace ID 1 was started by login ""sa""."
9/9/2013,10:50:45 AM,SecurityCenter,Information,None,1800,N/A,DANIEL-3332D452,The Windows Security Center Service has started.
9/9/2013,10:50:44 AM,MSSQL$SQLEXPRESS,Information,Server ,5579,N/A,DANIEL-3332D452,"FILESTREAM: effective level = 0, configured level = 0, file system access share name = 'SQLEXPRESS'."
9/9/2013,10:50:44 AM,MSSQL$SQLEXPRESS,Information,Server ,3454,N/A,DANIEL-3332D452,Recovery is writing a checkpoint in database 'master' (1). This is an informational message only. No user action is required.
9/9/2013,10:50:44 AM,MSSQL$SQLEXPRESS,Information,Server ,17137,N/A,DANIEL-3332D452,Starting up database 'master'.
9/9/2013,10:50:44 AM,MSSQL$SQLEXPRESS,Information,Server ,17152,N/A,DANIEL-3332D452,Node configuration: node 0: CPU mask: 0x00000001 Active CPU mask: 0x00000001. This message provides a description of the NUMA configuration for this computer. This is an informational message only. No user action is required.
9/9/2013,10:50:44 AM,VMTools,Information,None,105,N/A,DANIEL-3332D452,The service was started.
9/9/2013,10:50:43 AM,MSSQL$SQLEXPRESS,Information,Server ,17125,N/A,DANIEL-3332D452,Using dynamic lock allocation.  Initial allocation of 2500 Lock blocks and 5000 Lock Owner blocks per node.  This is an informational message only.  No user action is required.
9/9/2013,10:50:43 AM,MySQL,Information,None,100,N/A,DANIEL-3332D452,"Plugin 'FEDERATED' is disabled.

For more information, see Help and Support Center at http://www.mysql.com.  "
9/9/2013,10:50:43 AM,MSSQL$SQLEXPRESS,Information,Server ,17164,N/A,DANIEL-3332D452,Detected 1 CPUs. This is an informational message; no user action is required.
9/9/2013,10:50:43 AM,MSSQL$SQLEXPRESS,Information,Server ,17162,N/A,DANIEL-3332D452,SQL Server is starting at normal priority base (=7). This is an informational message only. No user action is required.
9/9/2013,10:50:43 AM,MSSQL$SQLEXPRESS,Information,Server ,17110,N/A,DANIEL-3332D452,Registry startup parameters:
	 -d c:\Program Files\Microsoft SQL Server\MSSQL10.SQLEXPRESS\MSSQL\DATA\master.mdf
	 -e c:\Program Files\Microsoft SQL Server\MSSQL10.SQLEXPRESS\MSSQL\Log\ERRORLOG
	 -l c:\Program Files\Microsoft SQL Server\MSSQL10.SQLEXPRESS\MSSQL\DATA\mastlog.ldf
9/9/2013,10:50:43 AM,MSSQL$SQLEXPRESS,Information,Server ,17176,N/A,DANIEL-3332D452,This instance of SQL Server last reported using a process ID of 1068 at 9/9/2013 10:42:40 AM (local) 9/9/2013 2:42:40 PM (UTC). This is an informational message only; no user action is required.
9/9/2013,10:50:43 AM,MSSQL$SQLEXPRESS,Information,Server ,17111,N/A,DANIEL-3332D452,Logging SQL Server messages in file 'c:\Program Files\Microsoft SQL Server\MSSQL10.SQLEXPRESS\MSSQL\Log\ERRORLOG'.
9/9/2013,10:50:43 AM,MSSQL$SQLEXPRESS,Information,Server ,15268,N/A,DANIEL-3332D452,Authentication mode is WINDOWS-ONLY.
9/9/2013,10:50:43 AM,MSSQL$SQLEXPRESS,Information,Server ,17104,N/A,DANIEL-3332D452,Server process ID is 324.
9/9/2013,10:50:43 AM,MSSQL$SQLEXPRESS,Information,Server ,17103,N/A,DANIEL-3332D452,All rights reserved.
9/9/2013,10:50:43 AM,MSSQL$SQLEXPRESS,Information,Server ,17101,N/A,DANIEL-3332D452,(c) 2005 Microsoft Corporation.
9/9/2013,10:50:43 AM,MSSQL$SQLEXPRESS,Information,Server ,17069,N/A,DANIEL-3332D452,Microsoft SQL Server 2008 (SP1) - 10.0.2531.0 (Intel X86)
	Mar 29 2009 10:27:29
	Copyright (c) 1988-2008 Microsoft Corporation
	Express Edition on Windows NT 5.1 <X86> (Build 2600: Service Pack 3) (VM)

9/9/2013,10:50:35 AM,Identity Finder Endpoint Service,Information,None,1,N/A,DANIEL-3332D452,The description for Event ID ( 1 ) in Source ( Identity Finder Endpoint Service ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Identity Finder Endpoint Service.
9/9/2013,10:50:35 AM,gupdate,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( gupdate ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service stopped.
9/9/2013,10:50:34 AM,Bonjour Service,Information,None,100,N/A,DANIEL-3332D452,Service started

9/9/2013,10:50:34 AM,Bonjour Service,Information,None,100,N/A,DANIEL-3332D452,Service initialized
9/9/2013,10:50:34 AM,Bonjour Service,Information,None,100,N/A,DANIEL-3332D452,Service initializing
9/9/2013,10:50:16 AM,Winlogon,Information,None,1001,N/A,DANIEL-3332D452,"Checking file system on C:
The type of the file system is NTFS.


One of your disks needs to be checked for consistency. You
may cancel the disk check, but it is strongly recommended
that you continue.
Windows will now check the disk.
Cleaning up minor inconsistencies on the drive.
Cleaning up 26 unused index entries from index $SII of file 0x9.
Cleaning up 26 unused index entries from index $SDH of file 0x9.
Cleaning up 26 unused security descriptors.

  62910504 KB total disk space.
  56619924 KB in 383984 files.
    159588 KB in 51323 indexes.
         0 KB in bad sectors.
    694524 KB in use by the system.
     65536 KB occupied by the log file.
   5436468 KB available on disk.

      4096 bytes in each allocation unit.
  15727626 total allocation units on disk.
   1359117 allocation units available on disk.

Internal Info:
50 86 09 00 75 a4 06 00 ad bd 0a 00 00 00 00 00  P...u...........
4c 18 00 00 05 00 00 00 ce 07 00 00 00 00 00 00  L...............
a4 ed 38 03 00 00 00 00 56 4b f8 15 00 00 00 00  ..8.....VK......
ba 96 3e 02 00 00 00 00 00 00 00 00 00 00 00 00  ..>.............
00 00 00 00 00 00 00 00 56 0d e4 21 00 00 00 00  ........V..!....
99 9e 36 00 00 00 00 00 98 38 07 00 f0 db 05 00  ..6......8......
00 00 00 00 00 50 ce 7f 0d 00 00 00 7b c8 00 00  .....P......{...

Windows has finished checking your disk.
Please wait while your computer restarts.
"
9/9/2013,10:42:40 AM,VMUpgradeHelper,Information,None,260,N/A,DANIEL-3332D452,Saving network configuration.
9/9/2013,10:42:40 AM,MSSQL$SQLEXPRESS,Information,Server ,17147,N/A,DANIEL-3332D452,SQL Server is terminating because of a system shutdown. This is an informational message only. No user action is required.
9/9/2013,10:02:00 AM,Bonjour Service,Error,None,100,N/A,DANIEL-3332D452,CacheRecordAdd: _apple-mobdev._tcp.local. (PTR) got immediate answer burst (10); restarting exponential backoff sequence (81162)
9/9/2013,8:42:00 AM,gupdate,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( gupdate ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service stopped.
9/9/2013,8:42:00 AM,gupdate,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( gupdate ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service started.
9/9/2013,8:08:49 AM,VMUpgradeHelper,Information,None,271,N/A,DANIEL-3332D452,Restored network configuration.
9/9/2013,8:08:49 AM,VMUpgradeHelper,Information,None,270,N/A,DANIEL-3332D452,Not restoring network configuration for adapter with MAC address 00:0C:29:74:43:A7. The device ID for this adapter is unchanged.
9/9/2013,8:08:48 AM,VMUpgradeHelper,Information,None,258,N/A,DANIEL-3332D452,Restoring network configuration.
9/9/2013,8:08:39 AM,TPAutoConnSvc,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( TPAutoConnSvc ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: TPAutoConnect Service started..
9/9/2013,8:08:38 AM,iPod Service,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( iPod Service ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service started/resumed.
9/9/2013,8:08:37 AM,MSSQL$SQLEXPRESS,Information,Server ,3408,N/A,DANIEL-3332D452,Recovery is complete. This is an informational message only. No user action is required.
9/9/2013,8:08:37 AM,MSSQL$SQLEXPRESS,Information,Server ,9688,N/A,DANIEL-3332D452,Service Broker manager has started.
9/9/2013,8:08:37 AM,MSSQL$SQLEXPRESS,Information,Server ,9666,N/A,DANIEL-3332D452,The Database Mirroring protocol transport is disabled or not configured.
9/9/2013,8:08:37 AM,MSSQL$SQLEXPRESS,Information,Server ,9666,N/A,DANIEL-3332D452,The Service Broker protocol transport is disabled or not configured.
9/9/2013,8:08:37 AM,MSSQL$SQLEXPRESS,Information,Server ,17137,N/A,DANIEL-3332D452,Starting up database 'tempdb'.
9/9/2013,8:08:37 AM,MySQL,Information,None,100,N/A,DANIEL-3332D452,"C:\Program Files\MySQL\MySQL Server 5.5\bin\mysqld: ready for connections.
Version: '5.5.15'  socket: ''  port: 3306  MySQL Community Server (GPL)

For more information, see Help and Support Center at http://www.mysql.com.  "
9/9/2013,8:08:37 AM,MySQL,Information,None,100,N/A,DANIEL-3332D452,"Event Scheduler: Loaded 0 events

For more information, see Help and Support Center at http://www.mysql.com.  "
9/9/2013,8:08:36 AM,MSSQL$SQLEXPRESS,Information,Server ,17136,N/A,DANIEL-3332D452,Clearing tempdb database.
9/9/2013,8:08:36 AM,MSSQL$SQLEXPRESS,Information,Server ,17137,N/A,DANIEL-3332D452,Starting up database 'msdb'.
9/9/2013,8:08:36 AM,MSSQL$SQLEXPRESS,Information,Server ,17126,N/A,DANIEL-3332D452,SQL Server is now ready for client connections. This is an informational message; no user action is required.
9/9/2013,8:08:36 AM,MSSQL$SQLEXPRESS,Information,Server ,26037,N/A,DANIEL-3332D452,"The SQL Server Network Interface library could not register the Service Principal Name (SPN) for the SQL Server service. Error: 0x54b, state: 3. Failure to register an SPN may cause integrated authentication to fall back to NTLM instead of Kerberos. This is an informational message. Further action is only required if Kerberos authentication is required by authentication policies."
9/9/2013,8:08:36 AM,MSSQL$SQLEXPRESS,Information,Server ,17199,N/A,DANIEL-3332D452,"Dedicated administrator connection support was not started because it is disabled on this edition of SQL Server. If you want to use a dedicated administrator connection, restart SQL Server using the trace flag 7806. This is an informational message only. No user action is required."
9/9/2013,8:08:36 AM,MSSQL$SQLEXPRESS,Information,Server ,26048,N/A,DANIEL-3332D452,Server local connection provider is ready to accept connection on [ \\.\pipe\MSSQL$SQLEXPRESS\sql\query ].
9/9/2013,8:08:36 AM,MSSQL$SQLEXPRESS,Information,Server ,26048,N/A,DANIEL-3332D452,Server local connection provider is ready to accept connection on [ \\.\pipe\SQLLocal\SQLEXPRESS ].
9/9/2013,8:08:36 AM,MSSQL$SQLEXPRESS,Information,Server ,17137,N/A,DANIEL-3332D452,Starting up database 'model'.
9/9/2013,8:08:36 AM,MSSQL$SQLEXPRESS,Information,Server ,26018,N/A,DANIEL-3332D452,A self-generated certificate was successfully loaded for encryption.
9/9/2013,8:08:36 AM,MSSQL$SQLEXPRESS,Information,Server ,17663,N/A,DANIEL-3332D452,Server name is 'DANIEL-3332D452\SQLEXPRESS'. This is an informational message only. No user action is required.
9/9/2013,8:08:35 AM,MSSQL$SQLEXPRESS,Information,Server ,958,N/A,DANIEL-3332D452,The resource database build version is 10.00.2531. This is an informational message only. No user action is required.
9/9/2013,8:08:35 AM,MSSQL$SQLEXPRESS,Information,Server ,17137,N/A,DANIEL-3332D452,Starting up database 'mssqlsystemresource'.
9/9/2013,8:08:35 AM,MSSQL$SQLEXPRESS,Information,Server ,19030,N/A,DANIEL-3332D452,"SQL Trace ID 1 was started by login ""sa""."
9/9/2013,8:08:35 AM,MSSQL$SQLEXPRESS,Information,Server ,5579,N/A,DANIEL-3332D452,"FILESTREAM: effective level = 0, configured level = 0, file system access share name = 'SQLEXPRESS'."
9/9/2013,8:08:35 AM,MSSQL$SQLEXPRESS,Information,Server ,3454,N/A,DANIEL-3332D452,Recovery is writing a checkpoint in database 'master' (1). This is an informational message only. No user action is required.
9/9/2013,8:08:35 AM,SecurityCenter,Information,None,1800,N/A,DANIEL-3332D452,The Windows Security Center Service has started.
9/9/2013,8:08:35 AM,MSSQL$SQLEXPRESS,Information,Server ,17137,N/A,DANIEL-3332D452,Starting up database 'master'.
9/9/2013,8:08:34 AM,MSSQL$SQLEXPRESS,Information,Server ,17152,N/A,DANIEL-3332D452,Node configuration: node 0: CPU mask: 0x00000001 Active CPU mask: 0x00000001. This message provides a description of the NUMA configuration for this computer. This is an informational message only. No user action is required.
9/9/2013,8:08:33 AM,MSSQL$SQLEXPRESS,Information,Server ,17125,N/A,DANIEL-3332D452,Using dynamic lock allocation.  Initial allocation of 2500 Lock blocks and 5000 Lock Owner blocks per node.  This is an informational message only.  No user action is required.
9/9/2013,8:08:33 AM,VMTools,Information,None,105,N/A,DANIEL-3332D452,The service was started.
9/9/2013,8:08:33 AM,MySQL,Information,None,100,N/A,DANIEL-3332D452,"Plugin 'FEDERATED' is disabled.

For more information, see Help and Support Center at http://www.mysql.com.  "
9/9/2013,8:08:32 AM,MSSQL$SQLEXPRESS,Information,Server ,17164,N/A,DANIEL-3332D452,Detected 1 CPUs. This is an informational message; no user action is required.
9/9/2013,8:08:32 AM,MSSQL$SQLEXPRESS,Information,Server ,17162,N/A,DANIEL-3332D452,SQL Server is starting at normal priority base (=7). This is an informational message only. No user action is required.
9/9/2013,8:08:32 AM,MSSQL$SQLEXPRESS,Information,Server ,17110,N/A,DANIEL-3332D452,Registry startup parameters:
	 -d c:\Program Files\Microsoft SQL Server\MSSQL10.SQLEXPRESS\MSSQL\DATA\master.mdf
	 -e c:\Program Files\Microsoft SQL Server\MSSQL10.SQLEXPRESS\MSSQL\Log\ERRORLOG
	 -l c:\Program Files\Microsoft SQL Server\MSSQL10.SQLEXPRESS\MSSQL\DATA\mastlog.ldf
9/9/2013,8:08:32 AM,MSSQL$SQLEXPRESS,Information,Server ,17176,N/A,DANIEL-3332D452,This instance of SQL Server last reported using a process ID of 1620 at 9/7/2013 7:42:00 PM (local) 9/7/2013 11:42:00 PM (UTC). This is an informational message only; no user action is required.
9/9/2013,8:08:32 AM,MSSQL$SQLEXPRESS,Information,Server ,17111,N/A,DANIEL-3332D452,Logging SQL Server messages in file 'c:\Program Files\Microsoft SQL Server\MSSQL10.SQLEXPRESS\MSSQL\Log\ERRORLOG'.
9/9/2013,8:08:32 AM,MSSQL$SQLEXPRESS,Information,Server ,15268,N/A,DANIEL-3332D452,Authentication mode is WINDOWS-ONLY.
9/9/2013,8:08:32 AM,MSSQL$SQLEXPRESS,Information,Server ,17104,N/A,DANIEL-3332D452,Server process ID is 1068.
9/9/2013,8:08:32 AM,MSSQL$SQLEXPRESS,Information,Server ,17103,N/A,DANIEL-3332D452,All rights reserved.
9/9/2013,8:08:32 AM,MSSQL$SQLEXPRESS,Information,Server ,17101,N/A,DANIEL-3332D452,(c) 2005  Corporation.
9/9/2013,8:08:32 AM,MSSQL$SQLEXPRESS,Information,Server ,17069,N/A,DANIEL-3332D452,Microsoft SQL Server 2008 (SP1) - 10.0.2531.0 (Intel X86)
	Mar 29 2009 10:27:29
	Copyright (c) 1988-2008 Microsoft Corporation
	Express Edition on Windows NT 5.1 <X86> (Build 2600: Service Pack 3) (VM)

9/9/2013,8:08:24 AM,Identity Finder Endpoint Service,Information,None,1,N/A,DANIEL-3332D452,The description for Event ID ( 1 ) in Source ( Identity Finder Endpoint Service ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Identity Finder Endpoint Service.
9/9/2013,8:08:24 AM,gupdate,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( gupdate ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service stopped.
9/9/2013,8:08:24 AM,Bonjour Service,Information,None,100,N/A,DANIEL-3332D452,Service started

9/9/2013,8:08:24 AM,Bonjour Service,Information,None,100,N/A,DANIEL-3332D452,Service initialized
9/9/2013,8:08:23 AM,Bonjour Service,Information,None,100,N/A,DANIEL-3332D452,Service initializing
9/7/2013,7:42:00 PM,MSSQL$SQLEXPRESS,Information,Server ,17147,N/A,DANIEL-3332D452,SQL Server is terminating because of a system shutdown. This is an informational message only. No user action is required.
9/6/2013,3:42:01 PM,gupdate,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( gupdate ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service stopped.
9/6/2013,3:42:00 PM,gupdate,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( gupdate ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service started.
9/6/2013,10:24:54 AM,Bonjour Service,Error,None,100,N/A,DANIEL-3332D452,CacheRecordAdd: _apple-mobdev._tcp.local. (PTR) got immediate answer burst (10); restarting exponential backoff sequence (2191374)
9/6/2013,10:05:36 AM,Bonjour Service,Error,None,100,N/A,DANIEL-3332D452,CacheRecordAdd: _apple-mobdev._tcp.local. (PTR) got immediate answer burst (10); restarting exponential backoff sequence (730458)
9/6/2013,8:42:00 AM,gupdate,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( gupdate ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service stopped.
9/6/2013,8:42:00 AM,gupdate,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( gupdate ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service started.
9/5/2013,2:47:08 PM,gupdate,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( gupdate ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service stopped.
9/5/2013,2:42:00 PM,gupdate,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( gupdate ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service started.
9/5/2013,12:45:26 PM,VMUpgradeHelper,Information,None,271,N/A,DANIEL-3332D452,Restored network configuration.
9/5/2013,12:45:26 PM,VMUpgradeHelper,Information,None,270,N/A,DANIEL-3332D452,Not restoring network configuration for adapter with MAC address 00:0C:29:74:43:A7. The device ID for this adapter is unchanged.
9/5/2013,12:45:25 PM,VMUpgradeHelper,Information,None,258,N/A,DANIEL-3332D452,Restoring network configuration.
9/5/2013,12:45:21 PM,TPAutoConnSvc,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( TPAutoConnSvc ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: TPAutoConnect Service started..
9/5/2013,12:45:19 PM,iPod Service,Information,None,0,N/A,DANIEL-3332D452,The description for Event ID ( 0 ) in Source ( iPod Service ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service started/resumed.
9/5/2013,12:45:18 PM,MySQL,Information,None,100,N/A,DANIEL-3332D452,"C:\Program Files\MySQL\MySQL Server 5.5\bin\mysqld: ready for connections.
Version: '5.5.15'  socket: ''  port: 3306  MySQL Community Server (GPL)

For more information, see Help and Support Center at http://www.mysql.com.  "
9/5/2013,12:45:18 PM,MySQL,Information,None,100,N/A,DANIEL-3332D452,"Event Scheduler: Loaded 0 events

For more information, see Help and Support Center at http://www.mysql.com.  "
9/5/2013,12:45:18 PM,MSSQL$SQLEXPRESS,Information,Server ,3408,N/A,DANIEL-3332D452,Recovery is complete. This is an informational message only. No user action is required.
9/5/2013,12:45:18 PM,MSSQL$SQLEXPRESS,Information,Server ,9688,N/A,DANIEL-3332D452,Service Broker manager has started.
9/5/2013,12:45:18 PM,MSSQL$SQLEXPRESS,Information,Server ,9666,N/A,DANIEL-3332D452,The Database Mirroring protocol transport is disabled or not configured.
9/5/2013,12:45:18 PM,MSSQL$SQLEXPRESS,Information,Server ,9666,N/A,DANIEL-3332D452,The Service Broker protocol transport is disabled or not configured.
9/5/2013,12:45:18 PM,MSSQL$SQLEXPRESS,Information,Server ,17137,N/A,DANIEL-3332D452,Starting up database 'tempdb'.
9/5/2013,12:45:17 PM,MSSQL$SQLEXPRESS,Information,Server ,17136,N/A,DANIEL-3332D452,Clearing tempdb database.
9/5/2013,12:45:17 PM,MSSQL$SQLEXPRESS,Information,Server ,17137,N/A,DANIEL-3332D452,Starting up database 'msdb'.
9/5/2013,12:45:17 PM,MSSQL$SQLEXPRESS,Information,Server ,17126,N/A,DANIEL-3332D452,SQL Server is now ready for client connections. This is an informational message; no user action is required.
